  -1.8179528e-01  -8.7329000e+03
   4.3058028e-02  -1.9606100e+04
   7.7938567e-03  -1.3074400e+04
   9.9868788e-02  -1.4861500e+04
  -5.3709378e-02  -7.6374000e+03
   9.9184841e-02  -1.6254500e+04
   2.5443783e+00   4.7895000e+03
   1.4496289e-01  -2.0128600e+04
  -5.7544278e+00  -1.5527000e+03
   3.8310589e-01  -2.0312400e+04
  -9.5122097e-01  -6.6750000e+03
   5.9445336e-02  -1.4199600e+04
  -4.3800772e-01  -9.7617000e+03
   3.1833232e-01  -1.9298700e+04
  -3.9871148e+01  -3.5700000e+02
   6.2759933e-02  -1.8346100e+04
  -7.8483923e-01  -8.6117000e+03
  -2.1055781e-02  -1.7045200e+04
  -4.2432864e-01  -1.1283000e+04
  -1.4346914e-01  -1.4635900e+04
  -3.0332590e-01  -1.1563800e+04
  -2.3217681e-01  -1.4777100e+04
  -2.6381114e+00  -2.6008000e+03
   1.7246343e-01  -2.3895500e+04
   2.0255337e+00   7.6213000e+03
  -4.0815416e-02  -1.5692600e+04
   6.2399374e+00   1.7888000e+03
  -2.1673465e-01  -9.8060000e+03
  -4.1717545e+00  -3.6820000e+03
  -1.7932167e-01  -7.8546000e+03
  -1.4607622e-01  -1.4547200e+04
  -4.9811929e-01  -1.0793800e+04
  -4.4507446e+00  -1.6049000e+03
   1.3648778e-01  -2.1565300e+04
  -1.5108769e+00  -3.7281000e+03
  -4.4863946e-01  -1.3182300e+04
   1.9849897e+00   5.2364000e+03
  -2.2273823e+00  -4.1494000e+03
  -3.3650364e-01  -9.9675000e+03
  -2.5627480e-01  -1.1490400e+04
  -5.3025860e-01  -1.1732200e+04
  -7.0120898e-01  -9.7851000e+03
  -4.9649182e+00  -1.4851000e+03
  -1.2556848e-01  -1.6315400e+04
