   0.0000000e+00  -9.3445383e+08  -6.1273010e+08
   1.0000000e-01  -1.0856103e+09  -8.6182821e+08
   2.0000000e-01  -9.9680545e+08  -7.2516416e+08
   3.0000000e-01  -1.0947139e+09  -8.5053580e+08
   4.0000000e-01  -9.2939075e+08  -6.7536494e+08
   5.0000000e-01  -1.0558821e+09  -8.5431089e+08
   6.0000000e-01  -1.4749268e+09  -1.4605965e+09
   7.0000000e-01   3.1935035e+08   3.6476728e+08
   8.0000000e-01  -1.3298712e+09  -1.3782422e+09
   9.0000000e-01   1.7064437e+07   4.8539538e+07
   1.0000000e+00  -1.2393288e+09  -1.2840136e+09
   1.1000000e+00   4.4607792e+08   4.9539718e+08
   1.2000000e+00  -1.2604342e+09  -1.3150125e+09
   1.3000000e+00  -1.9263738e+07   2.0349452e+07
   1.4000000e+00  -1.7056099e+09  -1.7518094e+09
   1.5000000e+00  -3.5032850e+07   1.4276607e+07
   1.6000000e+00  -1.5458578e+09  -1.5907261e+09
   1.7000000e+00  -7.2813002e+08  -7.0397972e+08
   1.8000000e+00  -1.4181004e+09  -1.4392672e+09
   1.9000000e+00   8.7745448e+07   1.2246476e+08
   2.0000000e+00  -1.3176882e+09  -1.3598955e+09
   2.1000000e+00  -5.6639183e+08  -5.4311065e+08
   2.2000000e+00  -1.5027787e+09  -1.5355205e+09
   2.3000000e+00   9.9546836e+08   1.0548450e+09
   2.4000000e+00  -1.3671318e+09  -1.4327539e+09
   2.5000000e+00   6.2828692e+08   6.8530634e+08
   2.6000000e+00  -1.4932907e+09  -1.5641946e+09
   2.7000000e+00   1.9264558e+08   2.3977118e+08
   2.8000000e+00  -1.4898420e+09  -1.5415284e+09
   2.9000000e+00  -2.7202378e+08  -2.3325306e+08
   3.0000000e+00  -1.8269699e+09  -1.8699462e+09
   3.1000000e+00   1.1828814e+08   1.7199931e+08
   3.2000000e+00  -1.6728833e+09  -1.7282684e+09
   3.3000000e+00  -5.3220295e+08  -5.0275266e+08
   3.4000000e+00   1.7696857e+09   1.8222002e+09
   3.5000000e+00   4.3537542e+08   3.9030387e+08
   3.6000000e+00  -1.7792093e+09  -1.8315599e+09
   3.7000000e+00  -5.8203232e+08  -5.3437707e+08
   3.8000000e+00   1.1632383e+09   1.1203610e+09
   3.9000000e+00   3.1337901e+08   2.7317269e+08
   4.0000000e+00  -1.7712037e+09  -1.8203108e+09
   4.1000000e+00  -9.4438431e+08  -9.0726436e+08
   4.2000000e+00  -1.7600464e+09  -1.7846721e+09
   4.3000000e+00   5.1909443e+08   5.6513287e+08
   4.4000000e+00  -1.5016401e+09  -1.5629845e+09
   4.5000000e+00   2.1700213e+07   6.4001042e+07
   4.6000000e+00  -1.8269685e+09  -1.7851701e+09
   4.7000000e+00   4.3793792e+08   5.0319117e+08
   4.8000000e+00  -1.6695147e+09  -1.7374995e+09
   4.9000000e+00  -4.5481867e+07   8.0323261e+06
   5.0000000e+00   1.6281506e+09   1.8583116e+09
   5.1000000e+00   1.0045044e+09   9.7538323e+08
   5.2000000e+00   1.8338590e+09   1.8578304e+09
