   0.0000000e+00  -1.1531273e+04   5.4197727e+03
   1.0000000e-01  -1.2661705e+04   2.4194545e+03
   2.0000000e-01  -1.3403114e+04   1.2455455e+03
   3.0000000e-01  -1.5105500e+04   2.6987273e+03
   4.0000000e-01  -1.1500705e+04   5.8056136e+03
   5.0000000e-01  -1.4791159e+04   5.3285227e+03
   6.0000000e-01  -1.3088591e+04  -9.6093182e+02
   7.0000000e-01  -1.7201773e+04   7.1859091e+03
   8.0000000e-01  -1.3736841e+04   1.6224773e+03
   9.0000000e-01  -1.1106591e+04   6.3351136e+03
   1.0000000e+00  -1.5236045e+04   5.7009091e+03
   1.1000000e+00  -1.3411523e+04   2.9023409e+03
   1.2000000e+00  -2.0859591e+04   7.5886818e+03
   1.3000000e+00  -2.3549295e+04   7.7981818e+02
   1.4000000e+00   1.4182955e+03  -5.1729545e+03
   1.5000000e+00   8.2995455e+03  -4.7363636e+01
   1.6000000e+00  -1.6623364e+04  -2.8909091e+03
   1.7000000e+00  -2.3967136e+04   2.3168182e+03
   1.8000000e+00  -2.7549091e+03  -9.7159545e+03
   1.9000000e+00   3.1342500e+03   1.7281818e+03
   2.0000000e+00  -1.6335636e+04  -1.8209091e+03
   2.1000000e+00  -2.1598455e+04  -3.4907273e+03
   2.2000000e+00   3.0835909e+03   4.1070455e+03
   2.3000000e+00   1.0540955e+04  -4.2888182e+03
   2.4000000e+00  -1.5576886e+04   1.9440000e+03
   2.5000000e+00  -2.2950659e+04   1.4499091e+03
   2.6000000e+00  -3.1860227e+03   4.6375000e+03
   2.7000000e+00   2.6290909e+03  -2.6745455e+02
   2.8000000e+00  -2.2085614e+04   1.4547273e+03
   2.9000000e+00  -2.9963705e+04   2.4205455e+03
   3.0000000e+00  -4.0497273e+03   2.7688636e+03
   3.1000000e+00   2.9964318e+03  -3.4626364e+03
   3.2000000e+00  -1.9938205e+04   2.5665455e+03
   3.3000000e+00  -2.7235273e+04   5.2200909e+03
   3.4000000e+00  -1.2596136e+04  -5.1261818e+03
   3.5000000e+00  -9.6540909e+03  -3.0030000e+03
   3.6000000e+00  -1.9938386e+04  -2.4960455e+03
   3.7000000e+00  -2.3361205e+04   1.4838182e+03
   3.8000000e+00  -1.7461818e+03   4.2699545e+03
   3.9000000e+00   4.3380227e+03   5.1715455e+03
   4.0000000e+00  -1.6868909e+04   3.1832727e+03
   4.1000000e+00  -2.3363932e+04  -4.2936364e+02
   4.2000000e+00  -1.0294159e+04  -5.8360000e+03
   4.3000000e+00  -7.0098409e+03   4.0020909e+03
   4.4000000e+00  -2.0884477e+04  -4.6545909e+03
   4.5000000e+00  -2.5055864e+04  -9.0163636e+02
   4.6000000e+00   1.0265977e+04  -3.2238636e+03
   4.7000000e+00   1.9991114e+04  -1.0248182e+03
   4.8000000e+00  -1.5527182e+04  -2.6000000e+03
   4.9000000e+00  -2.6145409e+04  -5.3990909e+02
   5.0000000e+00   5.2643864e+03   7.0227273e+01
   5.1000000e+00   1.3873955e+04   3.0140000e+03
   5.2000000e+00  -1.8041159e+04   4.6727273e+01
